case,ft,slope,north,east,planc,profc,elev,slope2
1,針闊葉樹混淆,43.22084280018324,0.8778955729143844,0.4788521306805733,0.0057643312101910826,-0.01673566878980892,2319.0,1868.0412523581515
1,闊葉樹林型,47.10090264184485,-0.04646139935246816,-0.9989200860780658,0.0045520777118186724,-0.01294792228818133,1849.0,2218.495029676547
1,闊葉樹林型,41.56364135798625,0.9304083928170915,0.36652451838249067,-0.01340421303656598,-0.01340421303656598,1644.0,1727.536282935305
1,針葉樹林型,39.98069050753483,-0.17888543819998318,0.9838699100999074,-0.03356,0.018940000000000002,2677.0,1598.4556134592858
1,闊葉樹林型,34.99202019855866,1.0,0.0,-0.005,-0.005,1972.0,1224.4414775763375
1,闊葉樹林型,56.2841929881041,0.8841933840737239,-0.46712103309555225,0.06724603395491231,-0.1352539660450877,1727.0,3167.910380322147
1,闊葉樹林型,57.64307398669554,0.49101306336939543,-0.871152209203766,0.06947409683893628,-0.060525903161063724,1773.0,3322.7239786356563
1,闊葉樹林型,51.94046637738488,0.9982743731749959,0.05872202195147035,0.020068965517241383,-0.07993103448275862,1786.0,2697.8120475002493
1,闊葉樹林型,37.90505895833579,-0.0963241948601904,-0.9953500135553001,0.002306701030927835,-0.007693298969072164,947.0,1436.7934946349126
1,闊葉樹林型,39.14355704978305,0.18428853505018536,0.9828721869343219,0.002339622641509434,-0.002660377358490566,829.0,1532.2180585096203
1,闊葉樹林型,49.853657527827764,0.9067211118885072,-0.4217307497155848,-0.008283681636282793,-0.010783681636282792,531.0,2485.387168901938
1,闊葉樹林型,43.57077227020226,0.05255883312276374,-0.9986178293325098,0.02040400552486188,0.0004040055248618785,1293.0,1898.4121962218264
1,闊葉樹林型,38.11835994667712,0.3823517927262996,0.9240168324218909,-7.614213197969542e-05,-0.002576142131979696,1796.0,1453.0093650244382
1,闊葉樹林型,42.59042663590696,0.3807498052542948,-0.924678098474716,-0.040107248520710057,-0.00510724852071006,1588.0,1813.9444410285728
1,闊葉樹林型,44.19926406432079,0.7198442954206851,0.6941355705842321,0.00941837409120952,-0.0030816259087904836,500.0,1953.5749438275595
1,闊葉樹林型,48.082496179513946,0.15711504873513182,0.9875803063351137,0.002826196473551637,0.00032619647355163725,849.0,2311.926438852973
1,闊葉樹林型,52.15176825496264,-0.9130087106158283,0.40794006219005086,-0.023530188679245282,0.01646981132075472,420.0,2719.806932119329
1,闊葉樹林型,47.7924373291279,-0.06802388813737777,0.99768369268154,-0.026570694087403604,-0.0440706940874036,1987.0,2284.117065858618
1,針葉樹林型,46.242226022013895,0.7421026427511382,0.67028625796877,0.011630372492836676,-0.010869627507163323,2357.0,2138.343467471019
1,闊葉樹林型,41.46155762076173,0.42443387623071965,0.9054589359588684,-0.003971176941553242,-0.0014711769415532425,1829.0,1719.0607603397452
1,闊葉樹林型,16.808314433366295,-0.9103664774626047,0.4138029443011841,-0.019083904109589045,0.005916095890410959,575.0,282.5194340909097
1,闊葉樹林型,46.53438273346463,-0.8056510126494245,0.5923904504775181,-0.016253509264458166,0.02624649073554183,2151.0,2165.4487763845714
1,闊葉樹林型,46.5263493090976,0.9954954725939522,0.09480909262799544,-0.0104438202247191,0.019556179775280895,2103.0,2164.7011800321666
1,闊葉樹林型,39.638421146152076,-0.9958932064677039,0.09053574604251846,-0.016547131147540986,-0.0015471311475409838,1742.0,1571.204430959716
1,待成林地,29.992245119716017,0.08662961636484195,-0.996240588195683,0.004873358348968106,-0.002626641651031895,730.0,899.5347673211293
1,闊葉樹林型,41.23221278344418,-0.9983713344239766,0.057049790538513154,-7.933279088689994e-05,0.0024206672091131,1171.0,1700.095371019218
1,闊葉樹林型,34.78470182920318,0.5038710255240861,0.8637789008984335,0.0031865284974093265,-0.0018134715025906734,1934.0,1209.975481346571
1,闊葉樹林型,40.376760812124,-0.9995677544643531,0.029399051601892698,-0.0026577355229040625,0.014842264477095937,1478.0,1630.2828136794722
1,針闊葉樹混淆,51.143014227943524,0.5639616461575326,0.8258009818735298,0.03766734279918864,-0.00983265720081136,642.0,2615.6079043196337
1,闊葉樹林型,37.247373202381205,0.9863939238321437,0.16439898730535726,0.018513513513513515,0.006013513513513513,969.0,1387.3668104774654
1,竹林,37.90505895833579,0.09632419486019031,0.9953500135553001,-0.01742654639175258,0.022573453608247425,844.0,1436.7934946349126
1,闊葉樹林型,35.14579037169356,-0.994309153919809,0.10653312363426524,-0.0025283732660781842,0.004971626733921817,1730.0,1235.2265808510276
1,闊葉樹林型,44.8650800832348,0.4270063054078289,-0.9042486467459909,-0.0084794952681388,0.024020504731861198,864.0,2012.875410875072
1,闊葉樹林型,49.92253116417593,0.9676172723968439,0.25242189714700275,0.033584070796460176,0.003584070796460177,1367.0,2492.2591178381167
1,闊葉樹林型,59.85683435861931,0.9871673987372203,-0.15968884391337387,0.01856059009483667,-0.00393940990516333,679.0,3582.840619435189
1,闊葉樹林型,50.12698754083821,-0.48031462286558435,0.8770962678415019,0.0059507195813344954,-0.016549280418665508,2121.0,2512.7148799193487
1,闊葉樹林型,47.91647143816213,0.47409982303501735,0.8804710999221753,0.01743692660550459,-0.022563073394495415,1879.0,2295.9882350842067
1,闊葉樹林型,29.710619869594673,0.481918749772156,-0.876215908676647,0.03132437619961612,-0.026175623800383883,1026.0,882.7209330355538
1,闊葉樹林型,52.614358295725864,0.7259526839058266,-0.687744647910783,0.017489051094890514,-0.0025109489051094902,557.0,2768.270698871017
1,闊葉樹林型,48.50622597171452,0.818191696860666,0.5749455167129005,0.0036552567237163815,-0.0038447432762836182,978.0,2352.8539580190322
1,闊葉樹林型,51.5012610615559,0.9544799780350297,0.2982749931359468,0.0013879003558718865,-0.011112099644128112,1021.0,2652.379890930534
1,闊葉樹林型,40.327805440220686,0.23560002562150412,-0.9718501056887048,0.023759757155247186,0.001259757155247181,1583.0,1626.3318916242931
1,針葉樹林型,50.05301215093204,0.9422146902791405,-0.3350096676548055,0.0028145550197281894,-0.004685444980271809,2491.0,2505.3040253813506
1,闊葉樹林型,36.055029684428945,0.9615239476408232,-0.27472112789737807,0.004669811320754718,-0.005330188679245284,2082.0,1299.9651655450523
1,針葉樹林型,38.06176053983252,0.9578262852211514,-0.28734788556634544,-0.0011926605504587154,0.02130733944954128,2253.0,1448.6976153915518
1,針闊葉樹混淆,53.7543942971169,0.7514402250505251,0.6598011732150953,0.0029627141417534445,-0.009537285858246557,1994.0,2889.5349062499145
1,闊葉樹林型,49.85993385121615,0.31622776601683794,0.9486832980505138,-0.018125000000000002,0.026875000000000003,1774.0,2486.01300364765
1,針葉樹林型,50.10853326616952,0.9821551918921463,0.1880722707878578,0.0010862445414847163,-0.0039137554585152836,764.0,2510.865106086818
1,闊葉樹林型,28.405971880095237,0.8320502943378437,-0.554700196225229,-0.009423076923076925,-0.014423076923076926,1028.0,806.8992384527613
1,針闊葉樹混淆,58.15991565501041,0.8849182223819824,-0.4657464328326223,-0.019864425162689808,0.007635574837310195,1652.0,3382.575788997925
1,闊葉樹林型,45.37114282183035,0.9624496759864039,-0.2714601650218062,-0.005582369062119366,0.014417630937880635,878.0,2058.5406009589274
1,闊葉樹林型,38.46757814830217,0.9125093245149513,0.40905590409290926,-0.02975247524752475,0.005247524752475248,763.0,1479.7545685957343
1,針闊葉樹混淆,41.46155762076173,0.42443387623071965,0.9054589359588684,0.018714971977582064,-0.008785028022417936,753.0,1719.0607603397452
1,闊葉樹林型,41.56364135798625,-0.648466455599791,0.7612432304867113,0.004602543720190778,-0.005397456279809221,2155.0,1727.536282935305
1,闊葉樹林型,35.009177890477666,0.5710644881985998,-0.8209052017854871,-0.0019872611464968157,0.0005127388535031846,1464.0,1225.6425365671103
1,闊葉樹林型,45.783778649728035,-0.754081595886306,-0.6567807448042018,0.0062818047337278105,0.001281804733727811,1441.0,2096.1543874472927
1,闊葉樹林型,48.651427125408304,0.6380178647503231,0.7700215609055623,0.00493768151016457,-0.01506231848983543,1319.0,2366.961361338915
1,闊葉樹林型,48.2252263459996,-0.40199006203519805,-0.9156440301912844,0.0014763092269326683,0.01897630922693267,1179.0,2325.672456122894
1,闊葉樹林型,44.4246291370315,-0.9947814386110523,0.10202886549856952,-0.004212752114508783,0.003287247885491217,1057.0,1973.5476739627884
1,闊葉樹林型,54.75669226784779,-0.3002858752327097,0.9538492507391959,-0.02169266770670827,0.01080733229329173,499.0,2998.295348115782
1,針闊葉樹混淆,56.996914085353346,-0.8443294201829336,0.535824439731477,0.0049195887160558924,-0.007580411283944108,1880.0,3248.6482152531507
1,闊葉樹林型,30.541505272932262,-0.5931990380498501,0.8050558373533679,-0.01125224416517056,0.0012477558348294431,1712.0,932.7835443365492
1,闊葉樹林型,38.118359946677124,-0.8602915336341742,-0.509802390301733,0.005928934010152284,0.008428934010152284,1331.0,1453.009365024439
1,闊葉樹林型,38.836224204282125,-0.59001658934231,0.8073911222578979,-0.0031027000964320155,0.004397299903567985,2128.0,1508.2523104452687
1,闊葉樹林型,53.07950451918269,-0.9955795027140815,0.09392259459566818,-0.003287314749470712,-0.028287314749470716,1615.0,2817.4338000019357
1,闊葉樹林型,32.985092758994966,-0.9629640197141817,-0.26962992551997095,-0.0061628338278931745,0.0038371661721068244,1802.0,1088.0163443195022
1,針葉樹林型,37.11250830386473,-0.9912279006826347,-0.13216372009101776,-0.0032751091703056763,0.0017248908296943232,2401.0,1377.3382726044285
1,針葉樹林型,48.99761517464819,-0.7389558439133294,-0.6737538576856827,0.0012860179499291462,0.0037860179499291445,2532.0,2400.7662928029144
1,針葉樹林型,46.93804858054488,-0.7943578329771962,0.607450107570797,0.00034661572052401566,-0.004653384279475983,2205.0,2203.180404549591
1,闊葉樹林型,44.27477570094075,-0.9230769230769231,0.3846153846153846,0.006834319526627219,-0.01566568047337278,1597.0,1960.2557633686135
1,針葉樹林型,43.74754064175339,0.7574099616005767,-0.6529396220694628,-0.004631650750341065,0.005368349249658936,2118.0,1913.8473122018645
1,闊葉樹林型,41.74343906313782,0.9805806756909201,-0.19611613513818402,-0.0010576923076923074,0.003942307692307692,1649.0,1742.5147048179006
1,闊葉樹林型,35.43232547287678,0.9486832980505138,0.31622776601683794,-0.011125,0.003875,1637.0,1255.4496884158725
1,闊葉樹林型,47.988906399374976,0.5854905538443586,-0.8106792283998809,-0.005451318458417851,-0.0004513184584178501,1354.0,2302.9351374079724
1,闊葉樹林型,48.70632959817723,0.15370700628187048,-0.9881164689548824,0.0036391031822565097,-0.001360896817743491,2096.0,2372.306542926275
1,闊葉樹林型,32.51251731617002,0.6667948594698258,0.7452413135250994,-0.004588461538461538,0.0054115384615384616,1744.0,1057.0637822342553
1,闊葉樹林型,37.30694874098832,0.6561787149247867,0.7546055221635046,-0.0055328310010764265,0.006967168998923575,1769.0,1391.8084243627297
1,闊葉樹林型,35.41561005234765,0.984427575508482,-0.1757906384836575,-0.0015574783683559952,0.0009425216316440049,924.0,1254.265435379948
1,闊葉樹林型,23.893396656492648,0.9593655015712705,0.28216632399155017,-0.02042595541401274,0.004574044585987261,2477.0,570.894403784494
1,針闊葉樹混淆,45.783778649728035,0.7540815958863059,0.6567807448042018,-0.018778106508875743,-0.0037781065088757395,2312.0,2096.1543874472927
1,針闊葉樹混淆,40.04325099636187,-0.5057194997124201,0.8626979700976579,0.006336283185840707,-0.013663716814159295,2035.0,1603.461950357636
1,待成林地,43.271344818790695,-0.18589166810485072,-0.9825702456970677,0.004610366713681242,0.004610366713681242,1915.0,1872.4092824266843
1,闊葉樹林型,48.92370550330525,0.196116135138184,-0.9805806756909201,-0.014615384615384615,0.015384615384615389,1933.0,2393.5289601741406
1,闊葉樹林型,38.618813625836204,0.3442546491584232,-0.9388763158866087,-0.0009745347698334969,0.0165254652301665,763.0,1491.412765867072
1,針闊葉樹混淆,50.4127146242384,0.12403473458920855,-0.9922778767136676,0.01176923076923077,-0.013230769230769228,2131.0,2541.4417957849
1,針闊葉樹混淆,58.15991565501041,0.8849182223819824,-0.4657464328326223,-0.019864425162689808,0.007635574837310195,1652.0,3382.575788997925
1,闊葉樹林型,25.682184661491608,0.987762965329069,-0.1559625734730109,-0.0019222972972972974,0.0030777027027027023,1581.0,659.5746089869548
1,針闊葉樹混淆,34.18253892596887,-0.9938837346736189,-0.11043152607484645,0.05682926829268292,-0.04317073170731708,1148.0,1168.4459674253771
1,闊葉樹林型,40.810470609746446,0.37637704695593804,0.9264665771223092,-0.026014249790444262,-0.00851424979044426,2571.0,1665.4945113889785
1,闊葉樹林型,54.41469754415778,0.44721359549995804,0.8944271909999159,-0.03,0.0175,1425.0,2960.959308822171
1,闊葉樹林型,53.5740778949285,0.8671055424707688,-0.498124460568314,-0.009556245745405038,-0.01455624574540504,1889.0,2870.1818222918664
1,針葉樹林型,37.674324214679494,0.8741572761215378,-0.48564293117863205,0.019410377358490567,-0.005589622641509436,2704.0,1419.3547050327857
1,闊葉樹林型,38.32881810145589,-0.5692099788303083,0.8221921916437785,-0.005725,-0.000725,2315.0,1469.0982970544924
1,闊葉樹林型,46.307679578741556,0.7642914835078908,-0.6448709392097829,0.0010039931545921276,0.003503993154592128,2049.0,2144.4011879673976
1,闊葉樹林型,52.15176825496264,-0.9130087106158283,-0.40794006219005086,-0.009538207547169813,0.00046179245283018853,1400.0,2719.806932119329
1,竹林,47.03134321771491,0.8849182223819824,-0.46574643283262235,0.009175704989154014,-0.0058242950108459875,850.0,2211.9472448624983
1,闊葉樹林型,47.90920660689004,-0.11290968804428618,-0.9936052547897187,-0.006473737888832229,0.016026262111167772,1876.0,2295.292077701676
1,闊葉樹林型,44.60978861211985,0.9883716976506172,-0.1520571842539411,-0.010578034682080925,0.006921965317919074,848.0,1990.0332400180178
1,闊葉樹林型,43.42182054759477,0.21133279252753884,-0.9774141654398673,0.017669225401256105,-0.004830774598743894,512.0,1885.4544996675234
1,闊葉樹林型,43.38184383278452,0.793606361291916,-0.6084315436571356,0.010668299510146955,0.003168299510146956,966.0,1881.9843743321042
1,針葉樹林型,43.139678341360025,-0.6936416870658708,0.7203202134914809,0.0006708185053380782,0.0031708185053380784,2719.0,1861.0318473960072
1,闊葉樹林型,41.86581899605287,0.8647889466100895,-0.5021355173865036,0.000998054474708171,0.003498054474708171,852.0,1752.7468002102617
1,闊葉樹林型,47.03908938941234,0.4190581774617469,-0.9079593845004517,0.02247560975609756,-0.00502439024390244,1533.0,2212.6759305851247
1,針闊葉樹混淆,39.98069050753484,0.8944271909999159,0.4472135954999579,0.025,-0.0275,2344.0,1598.4556134592863
1,闊葉樹林型,66.80484858308205,0.6963131209157426,-0.7177381400208425,0.04932063346339224,-0.060679366536607764,2221.0,4462.887794208519
1,闊葉樹林型,51.58925006090717,0.9712973116319725,-0.23786872937925854,-0.0057131630648330056,0.011786836935166993,1353.0,2661.45072184681
1,闊葉樹林型,33.70658681677467,0.9743911956946198,-0.22485950669875843,-0.008651685393258427,0.006348314606741573,191.0,1136.133994836768
1,闊葉樹林型,38.99732513321522,-0.15437688027360963,-0.9880120337511015,-0.008083889418493804,-0.0005838894184938035,530.0,1520.7913675456996
1,闊葉樹林型,41.56364135798625,-0.3665245183824906,0.9304083928170915,0.011598767885532591,-0.023401232114467412,1284.0,1727.536282935305
1,闊葉樹林型,46.13520746598665,-0.8169678632647618,-0.576683197598655,0.009110854503464202,-0.005889145496535794,1657.0,2128.4573679296304
1,闊葉樹林型,53.786471274790465,0.9153150324227656,0.40273861426601687,0.003773458445040215,-0.006226541554959785,1228.0,2892.9844921938598
1,針闊葉樹混淆,38.836224204282125,-0.43474906583117584,-0.9005516363645785,-0.007919479267116683,0.004580520732883318,2210.0,1508.2523104452687
1,針闊葉樹混淆,51.34578033770092,0.1999600119960015,-0.9798040587804069,-0.0013694522191123545,-0.003869452219112355,1324.0,2636.3891584874345
1,待成林地,43.02734418130677,-0.3481865296036271,-0.9374252720097653,0.004457496413199425,0.004457496413199425,1886.0,1851.3523472966338
1,闊葉樹林型,38.32881810145589,0.5692099788303082,0.8221921916437787,-0.0005899999999999999,-0.0005899999999999999,976.0,1469.0982970544924
1,針闊葉樹混淆,41.56364135798625,0.648466455599791,0.7612432304867113,0.055833664546899836,-0.01916633545310016,899.0,1727.536282935305
1,闊葉樹林型,21.993159796292126,0.3713906763541038,-0.9284766908852593,0.017155172413793104,-0.0253448275862069,1100.0,483.6990778252403
1,竹闊混淆林,55.43156679994039,-0.18948626470112753,-0.9818833716331152,0.0059781157270029665,0.0009781157270029673,538.0,3072.658597896254
1,竹闊混淆林,24.094842552110705,0.44721359549995804,-0.8944271909999159,0.022500000000000003,-0.0325,1247.0,580.5614376110047
1,闊葉樹林型,62.56677450253443,-0.9992418817088268,-0.038931501884759474,-0.027238548332771974,0.047761451667228026,811.0,3914.601271650992
1,闊葉樹林型,46.04401145924414,-0.9642053928037904,0.26515648302104244,-0.008826263800116212,-0.011326263800116212,2240.0,2120.0509912590055
1,闊葉樹林型,54.47959216122716,0.5710644881985998,-0.8209052017854871,0.013923566878980893,-0.03607643312101911,1182.0,2968.025962053644
1,闊葉樹林型,51.61115107406533,-0.9903417466743302,-0.13864784453440618,-0.008138485680659082,0.004361514319340919,2249.0,2663.7109151899954
1,針闊葉樹混淆,45.74135233937299,0.048722553713409646,0.9988123511248966,-0.016222551928783385,0.01627744807121662,1002.0,2092.2713138346626
1,竹闊混淆林,24.52281262777141,-0.9863939238321437,0.16439898730535749,0.0005405405405405409,-0.0069594594594594595,299.0,601.3683391767848
1,闊葉樹林型,44.973117396971325,0.5254928807219159,-0.8507979973592923,0.00650751408891672,-0.010992485911083281,1688.0,2022.5812884017648
1,闊葉樹林型,45.868250787968954,0.24253562503633289,-0.9701425001453319,-0.005588235294117647,-0.005588235294117647,1632.0,2103.8964303480147
1,針葉樹林型,36.08714706573126,0.37729688731351946,-0.9260923597695477,0.009958823529411765,-0.010041176470588234,1652.0,1302.2821833437163
1,闊葉樹林型,46.906809868871804,0.18711210788999516,-0.9823385664224747,0.007549234135667395,-0.0474507658643326,548.0,2200.2488120744893
1,闊葉樹林型,39.53553952464218,-0.030289126640769114,-0.9995411791453814,0.012017201834862387,-0.022982798165137614,911.0,1563.0588855045442
1,竹闊混淆林,45.08034632153942,-0.07478994824163424,-0.9971993098884564,0.01871659415786203,0.016216594157862026,633.0,2032.237624469933
1,闊葉樹林型,52.15176825496263,0.9907115796044095,0.13598002073001697,0.015799528301886794,-0.009200471698113208,1443.0,2719.8069321193284
1,竹闊混淆林,55.879339657330505,-0.9824865243069562,-0.1863336511616643,0.0012847919655667142,-0.04121520803443329,345.0,3122.5006005393097
1,闊葉樹林型,36.93089662022377,-0.9977851578566089,-0.066519010523774,0.01966261061946903,-0.00033738938053097344,1348.0,1363.8911251736554
1,竹闊混淆林,30.36043784504823,-0.6401843996644799,-0.7682212795973757,-0.007418032786885247,0.005081967213114754,893.0,921.7561861430369
1,闊葉樹林型,23.994436724543963,0.7863183388224226,-0.6178215519319036,0.0035962145110410085,-0.013903785488958991,2044.0,575.732993728144
1,待成林地,28.835768652404315,-0.6357072528610995,0.7719302356170498,-0.02020103092783505,0.007298969072164949,1006.0,831.5015537749833
1,闊葉樹林型,32.005383208083494,1.0,0.0,-0.02,-0.0025,635.0,1024.344554296273
1,闊葉樹林型,42.779253086391705,-0.027017161347914872,-0.9996349698728535,-0.002833941605839417,-0.002833941605839417,1843.0,1830.0644946295542
1,闊葉樹林型,27.238572082130066,-0.48564293117863194,-0.8741572761215378,0.04502358490566038,2.358490566037476e-05,1246.0,741.9398090733954
1,闊葉樹林型,46.250424470611186,0.9333456062030595,0.3589790793088691,0.030264175257731955,-0.019735824742268038,930.0,2139.10176371171
1,待成林地,68.78453994601509,0.029113867034801448,0.9995761015281828,0.02656197023921642,-0.12343802976078357,1860.0,4731.312935584945
1,闊葉樹林型,41.197510289466116,-0.9995920864606948,0.028559773898877146,-0.012638662316476347,0.007361337683523654,1190.0,1697.2348540506666
1,闊葉樹林型,47.90920660689003,-0.42905681456828776,-0.9032775043542898,-0.011060683324834269,-0.01356068332483427,140.0,2295.292077701675
1,竹闊混淆林,32.51251731617002,0.7452413135250993,-0.6667948594698258,0.018351923076923075,-0.001648076923076922,597.0,1057.0637822342553
1,待成林地,31.50340488200827,0.978980419737605,0.20395425411200105,0.011397670549084858,-0.011102329450915143,380.0,992.4645191597424
1,闊葉樹林型,38.13247816190013,-0.9872411207126471,-0.15923243882462051,-0.0031021805273833674,-0.013102180527383366,480.0,1454.0858907677905
1,闊葉樹林型,33.10114358966526,-0.5368754921931592,-0.8436614877321075,0.006389705882352941,0.0013897058823529411,377.0,1095.6857069436378
1,闊葉樹林型,35.41561005234765,-0.9844275755084819,-0.17579063848365772,-0.026087762669962912,0.006412237330037083,745.0,1254.265435379948
1,闊葉樹林型,31.160066779905723,0.8682431421244592,0.49613893835683376,-0.0028461538461538468,-0.015346153846153848,525.0,970.9497617281842
1,闊葉樹林型,45.142527402683065,-0.9950371902099892,-0.09950371902099886,-0.00150990099009901,-0.01150990099009901,1293.0,2037.8477803019914
1,闊葉樹林型,42.03111377419729,0.8320502943378437,-0.554700196225229,0.010192307692307693,-0.004807692307692307,1202.0,1766.6145250995169
1,闊葉樹林型,59.20701114851999,0.5512572654369313,0.8343353206613014,0.013433962264150943,-0.004066037735849057,1135.0,3505.47016914097
1,闊葉樹林型,57.29634966666711,0.32103928115789787,-0.9470658794157987,-0.01688740015459933,0.005612599845400669,966.0,3282.8716851249847
1,竹林,38.28695056949238,0.9817798505902814,-0.1900219065658609,-0.0053761283851554665,0.0021238716148445336,695.0,1465.890583910753
1,闊葉樹林型,58.14753041443513,0.6834242880811333,-0.7300213986321197,-0.0069855247285886615,0.0005144752714113392,693.0,3381.135293297659
1,竹林,28.810793742973065,1.0,0.0,0.005,-0.01,421.0,830.0618361001359
1,闊葉樹林型,27.484186071108013,0.5766831975986553,0.8169678632647617,0.0019168591224018473,-0.0005831408775981525,254.0,755.3804839912877
1,闊葉樹林型,39.84215955425675,-0.9887155042247666,0.14980537942799496,0.0023877917414721725,0.0023877917414721725,800.0,1587.3976779468526
1,闊葉樹林型,42.779253086391705,-0.027017161347914872,-0.9996349698728535,0.007372262773722627,-0.017627737226277373,324.0,1830.0644946295542
1,待成林地,20.72256515326957,-0.9912279006826347,-0.13216372009101776,0.004956331877729257,-0.002543668122270742,774.0,429.4247065315023
1,闊葉樹林型,32.57233714755203,0.508729312126641,0.8609265282143156,0.015907350689127107,-0.006592649310872894,150.0,1060.9571472537978
1,闊葉樹林型,40.51058943733277,-0.3511234415883916,0.9363291775690445,-0.007123287671232876,0.012876712328767125,546.0,1641.1078565601372
1,竹闊混淆林,36.62354905164433,0.6726727939963124,0.7399400733959437,-0.0053733031674208145,-0.0003733031674208146,312.0,1341.2843451381984
1,闊葉樹林型,50.24325709493154,0.9566738804288584,-0.291161615782696,0.01210856401384083,0.01210856401384083,538.0,2524.384883507389
1,闊葉樹林型,37.082382807835,0.5623100214072791,0.8269265020695281,0.049450218818380735,-0.015549781181619255,304.0,1375.103114706817
1,闊葉樹林型,36.08714706573126,-0.5144957554275263,0.8574929257125443,-0.007132352941176471,0.0028676470588235295,1232.0,1302.2821833437163
1,闊葉樹林型,37.60152555834086,0.9738412097417932,-0.2272296156064184,0.004251844046364594,-0.013248155953635406,1472.0,1413.874724314561
1,闊葉樹林型,37.11250830386473,0.9912279006826347,-0.13216372009101796,0.011222707423580785,-0.003777292576419213,1040.0,1377.3382726044285
1,闊葉樹林型,33.02386755579665,0.923076923076923,0.38461538461538464,0.011893491124260353,-0.018106508875739644,1325.0,1090.5758283427986
1,闊葉樹林型,47.70419728378622,0.2956837280711308,0.9552858906913456,0.007466373512674599,0.004966373512674599,1806.0,2275.690438490397
