key,kind,x,y,TypeName
2019_43,case,262153.76,2705743.73,闊葉樹林型
2019_44,case,257540.1,2706709.04,闊葉樹林型
2019_45,case,274995.33,2719264.49,闊葉樹林型
2019_46,case,287487.12,2734916.25,闊葉樹林型
2019_47,case,284716.41,2737278.31,闊葉樹林型
2019_48,case,272462.34,2672941.29,針闊葉樹混淆
2019_49,case,271388.28,2670583.02,闊葉樹林型
2019_50,case,266053.79,2665683.54,闊葉樹林型
2019_52,case,252824.72,2610478.58,闊葉樹林型
2019_54,case,264883.38,2700743.51,闊葉樹林型
2019_55,case,265057.54,2700749.89,闊葉樹林型
2019_56,case,265455.5,2697380.77,針葉樹林型
2019_58,case,280360.72,2684310.59,針葉樹林型
2019_59,case,274564.51,2669729.57,針葉樹林型
2019_60,case,270041.84,2671070.48,闊葉樹林型
2019_61,case,266517.03,2681234.54,針葉樹林型
2019_62,case,275423.4,2664681.74,闊葉樹林型
2019_63,case,274532.91,2664915.65,闊葉樹林型
2019_64,case,268530.39,2648546.94,闊葉樹林型
2019_65,case,275876.6,2649654.15,闊葉樹林型
2019_66,case,272058.88,2647173.77,闊葉樹林型
2019_67,case,263808.45,2644723.07,闊葉樹林型
2019_68,case,258049.41,2646297.26,闊葉樹林型
2019_69,case,268134.47,2643418.88,闊葉樹林型
2019_70,case,272045.71,2638882.88,針闊葉樹混淆
2019_71,case,266728.48,2629157.22,針闊葉樹混淆
2019_72,case,265736.65,2687278.33,待成林地
2019_73,case,273780.41,2688069.42,闊葉樹林型
2019_75,case,254463.85,2642420.06,闊葉樹林型
2019_77,case,248004.97,2627772.43,針闊葉樹混淆
2019_80,case,244708.36,2613611.27,針闊葉樹混淆
2019_81,case,232357.7,2611202.89,闊葉樹林型
2019_82,case,234757.4,2612064.98,針闊葉樹混淆
2019_83,case,247538.81,2608281.07,闊葉樹林型
2019_84,case,233306.06,2605042.34,闊葉樹林型
2019_85,case,231169.24,2604460.51,闊葉樹林型
2019_87,case,242035.7,2597398.99,針葉樹林型
2019_88,case,233992.09,2563662.46,闊葉樹林型
2019_89,case,232708.07,2565690.43,闊葉樹林型
2019_90,case,221793.65,2565708.23,闊葉樹林型
2019_91,case,225324.7,2562784.45,竹林
2019_92,case,233384.99,2562991.19,闊葉樹林型
2019_93,case,226658.71,2558607.05,闊葉樹林型
2019_95,case,215181.21,2539354.95,闊葉樹林型
2019_96,case,222873.46,2540867.58,闊葉樹林型
2019_97,case,275004.8,2694129.14,針葉樹林型
2019_99,case,266161.53,2723531.79,闊葉樹林型
2019_100,case,288596.19,2723148.58,闊葉樹林型
2019_101,case,278066.74,2715605.47,針闊葉樹混淆
2019_102,case,301475.18,2696906.5,闊葉樹林型
2019_104,case,287194.26,2706810.96,闊葉樹林型
2019_105,case,338013.84,2717814.43,闊葉樹林型
2019_106,case,302241.15,2716561.83,闊葉樹林型
2019_135,case,227976.18,2584829.61,闊葉樹林型
2019_136,case,230904.18,2562761.38,闊葉樹林型
2020_0,case,253338.7,2708158.94,闊葉樹林型
2020_1,case,268273.44,2706674.17,針闊葉樹混淆
2020_2,case,242869.22,2683850.42,針闊葉樹混淆
2020_3,case,269411.35,2678072.16,待成林地
2020_4,case,258064.72,2667529.36,闊葉樹林型
2020_5,case,263943.28,2667695.91,針闊葉樹混淆
2020_6,case,240569.44,2620693.63,闊葉樹林型
2020_8,case,214439.27,2607140.22,竹闊混淆林
2020_9,case,238135.94,2605624.76,竹闊混淆林
2020_10,case,217316.0,2590369.76,闊葉樹林型
2020_11,case,243517.6,2585680.04,闊葉樹林型
2020_12,case,229250.87,2584867.68,闊葉樹林型
2020_14,case,238764.7,2564809.27,闊葉樹林型
2020_16,case,230329.76,2572010.4,針闊葉樹混淆
2020_18,case,208939.07,2573921.98,竹闊混淆林
2020_20,case,249788.21,2686595.45,闊葉樹林型
2020_21,case,264587.63,2649009.11,闊葉樹林型
2020_22,case,264474.51,2648992.99,針葉樹林型
2021_0,case,217394.68,2610734.3,闊葉樹林型
2021_1,case,216879.04,2609903.5,闊葉樹林型
2021_2,case,221005.72,2618346.41,竹闊混淆林
2021_3,case,239527.39,2579332.44,闊葉樹林型
2021_4,case,214596.19,2612517.16,竹闊混淆林
2021_6,case,228811.59,2581538.23,闊葉樹林型
2021_7,case,220427.76,2585048.96,竹闊混淆林
2021_9,case,236770.01,2554176.89,闊葉樹林型
2021_12,case,220599.53,2585601.52,待成林地
2021_13,case,218438.12,2526791.19,闊葉樹林型
2021_14,case,231921.33,2562556.98,闊葉樹林型
2021_15,case,229242.61,2561843.24,闊葉樹林型
2021_17,case,225165.26,2582448.32,闊葉樹林型
2021_18,case,225770.18,2584530.25,待成林地
2021_19,case,227313.21,2592814.42,闊葉樹林型
2021_20,case,200347.25,2570442.6,闊葉樹林型
2021_21,case,214105.12,2570091.11,竹闊混淆林
2021_22,case,208208.63,2556611.41,待成林地
2021_23,case,220780.96,2557510.73,闊葉樹林型
2021_24,case,217397.7,2495373.35,闊葉樹林型
2021_25,case,222334.54,2491588.95,闊葉樹林型
2021_26,case,205344.24,2560924.28,闊葉樹林型
2021_29,case,256337.24,2714396.59,闊葉樹林型
2021_30,case,260004.56,2713378.95,闊葉樹林型
2021_32,case,273856.55,2719055.65,闊葉樹林型
2021_33,case,272641.73,2726125.41,闊葉樹林型
2021_34,case,277074.03,2733950.0,竹林
2021_35,case,284121.42,2737034.72,闊葉樹林型
2021_36,case,311988.88,2760653.4,竹林
2021_37,case,207522.34,2561946.95,闊葉樹林型
2021_38,case,214227.78,2569118.86,闊葉樹林型
2021_39,case,208756.08,2561963.69,闊葉樹林型
2021_40,case,214180.21,2568630.57,待成林地
2021_41,case,201176.98,2554276.25,闊葉樹林型
2021_43,case,198069.44,2570429.15,闊葉樹林型
2021_44,case,198656.37,2570402.05,竹闊混淆林
2021_46,case,201020.09,2573052.95,闊葉樹林型
2021_47,case,197296.09,2569326.91,闊葉樹林型
2021_48,case,226913.99,2486046.98,闊葉樹林型
2021_50,case,225962.45,2488444.65,闊葉樹林型
2021_51,case,225731.08,2486806.14,闊葉樹林型
2021_52,case,226129.27,2488166.7,闊葉樹林型
2021_55,case,237268.54,2529052.03,闊葉樹林型
2021_56,case,235275.35,2509741.43,闊葉樹林型
2021_57,case,227584.02,2659667.6,闊葉樹林型
2021_58,case,262671.9,2688323.04,闊葉樹林型
2021_59,case,246944.01,2682545.23,闊葉樹林型
2021_61,case,224642.61,2608489.35,竹林
2021_62,case,223214.75,2595040.86,待成林地
2021_67,case,227348.21,2592818.69,闊葉樹林型
2021_68,case,234412.17,2590083.34,闊葉樹林型
2021_69,case,234187.6,2590647.03,闊葉樹林型
2021_70,case,223977.03,2595855.16,待成林地
2021_71,case,216300.12,2582040.88,待成林地
2021_72,case,220972.02,2582681.26,待成林地
2021_73,case,227988.56,2606940.7,闊葉樹林型
2021_74,case,225905.13,2600916.87,闊葉樹林型
2021_76,case,213943.56,2585256.86,竹林
2021_77,case,213960.96,2585051.83,竹林
2021_78,case,220661.0,2585676.75,闊葉樹林型
2021_80,case,221153.44,2585340.76,闊葉樹林型
2021_83,case,220762.24,2585406.51,待成林地
2021_85,case,222603.25,2600556.51,闊葉樹林型
2021_86,case,225772.11,2598334.64,闊葉樹林型
2021_87,case,226325.79,2597868.7,待成林地
2021_88,case,221995.69,2600934.87,竹闊混淆林
2021_89,case,211364.6,2570457.78,待成林地
2021_91,case,212027.73,2573658.09,待成林地
2021_92,case,214256.13,2577860.1,闊葉樹林型
2021_93,case,212416.14,2580605.35,竹闊混淆林
2021_96,case,203717.76,2579060.52,待成林地
2021_97,case,208135.22,2582143.69,待成林地
2021_101,case,219822.06,2609139.84,闊葉樹林型
2021_102,case,214593.56,2612517.29,竹闊混淆林
2021_103,case,216712.23,2608350.29,待成林地
2021_104,case,217146.01,2610766.77,闊葉樹林型
2021_106,case,220973.77,2554731.77,闊葉樹林型
2021_108,case,222321.82,2544163.87,闊葉樹林型
2021_110,case,220050.85,2545723.08,闊葉樹林型
2021_112,case,219904.47,2545620.87,闊葉樹林型
2021_113,case,236181.21,2561691.77,針葉樹林型
2021_116,case,218891.35,2545530.57,闊葉樹林型
2021_118,case,219476.38,2544600.02,闊葉樹林型
2021_121,case,221076.39,2555105.01,闊葉樹林型
2021_122,case,222552.68,2552489.95,待成林地
2021_123,case,220623.5,2546618.45,闊葉樹林型
2021_124,case,219338.72,2545848.3,闊葉樹林型
2021_125,case,233963.51,2563788.87,闊葉樹林型
2021_126,case,233834.1,2563263.06,闊葉樹林型
2021_127,case,232128.72,2563110.98,闊葉樹林型
2021_128,case,233158.6,2563105.42,闊葉樹林型
2021_129,case,233567.74,2563008.26,闊葉樹林型
2021_133,case,233661.63,2563947.59,闊葉樹林型
2021_135,case,232876.64,2563254.31,闊葉樹林型
2021_136,case,233249.58,2563002.84,闊葉樹林型
2021_137,case,232940.98,2563088.73,闊葉樹林型
2021_139,case,234112.88,2564155.73,闊葉樹林型
2021_140,case,233540.08,2563258.95,闊葉樹林型
2021_141,case,232718.23,2569244.44,闊葉樹林型
2021_142,case,232869.79,2568593.76,闊葉樹林型
2021_143,case,232770.52,2566012.77,闊葉樹林型
2021_144,case,230027.99,2567205.09,闊葉樹林型
2021_145,case,231694.62,2568082.76,闊葉樹林型
2021_146,case,232617.67,2565800.34,闊葉樹林型
2021_147,case,233722.69,2577233.11,闊葉樹林型
2021_148,case,240259.18,2590012.53,針闊葉樹混淆
2021_149,case,230590.0,2575796.15,闊葉樹林型
2021_151,case,244428.26,2586934.08,針葉樹林型
2021_153,case,240780.46,2590571.56,針葉樹林型
2021_154,case,244384.23,2587271.81,針葉樹林型
2021_155,case,218296.74,2559657.43,闊葉樹林型
2021_156,case,218227.04,2559643.36,闊葉樹林型
2021_158,case,219191.31,2558638.75,闊葉樹林型
2021_161,case,227213.53,2565150.73,闊葉樹林型
2021_163,case,224647.24,2568161.44,闊葉樹林型
2021_164,case,223195.37,2563100.54,闊葉樹林型
2021_166,case,233698.36,2560782.04,闊葉樹林型
2021_167,case,226196.44,2564785.35,針葉樹林型
2021_168,case,226647.65,2566129.59,闊葉樹林型
2021_171,case,226856.16,2568526.61,闊葉樹林型
2021_173,case,230130.21,2574145.12,闊葉樹林型
2021_176,case,229298.42,2536319.39,闊葉樹林型
2021_177,case,230065.57,2531502.07,闊葉樹林型
2021_180,case,228530.22,2534077.17,闊葉樹林型
2021_181,case,219848.19,2534559.41,竹林
2021_182,case,221236.26,2541132.36,闊葉樹林型
2021_194,case,229238.32,2535540.06,闊葉樹林型
2021_196,case,225825.78,2527823.75,闊葉樹林型
2021_199,case,208034.9,2537830.49,闊葉樹林型
2021_200,case,207794.69,2539544.61,闊葉樹林型
2021_201,case,206623.66,2528614.49,闊葉樹林型
2021_202,case,207557.51,2528887.3,闊葉樹林型
2021_203,case,214751.71,2575882.14,竹林
2021_204,case,215837.36,2571833.94,闊葉樹林型
2021_205,case,214319.13,2573628.18,竹闊混淆林
2021_208,case,224716.56,2576561.9,闊葉樹林型
2021_209,case,222099.88,2577474.66,闊葉樹林型
2021_210,case,217572.86,2574672.85,闊葉樹林型
2021_211,case,224270.9,2579088.21,待成林地
2021_213,case,215009.56,2569915.91,待成林地
2021_214,case,217281.07,2569033.89,闊葉樹林型
2021_215,case,218353.04,2567333.66,竹林
2021_216,case,215393.96,2570120.28,待成林地
2021_218,case,218055.45,2568738.96,竹闊混淆林
2021_221,case,210456.93,2544200.27,闊葉樹林型
2021_222,case,202365.74,2545891.66,闊葉樹林型
2021_223,case,209833.25,2549780.35,闊葉樹林型
2021_224,case,210421.28,2553849.04,闊葉樹林型
2021_225,case,209701.19,2551237.15,待成林地
2021_229,case,211955.21,2562528.39,闊葉樹林型
2021_230,case,219148.51,2557113.95,闊葉樹林型
2021_231,case,218874.39,2557063.68,闊葉樹林型
2021_232,case,216980.18,2546394.43,闊葉樹林型
2021_235,case,219236.82,2550212.89,闊葉樹林型
2021_236,case,217811.46,2547026.76,闊葉樹林型
2021_237,case,211623.34,2548850.23,闊葉樹林型
2021_239,case,221155.56,2550100.68,闊葉樹林型
2021_241,case,220468.37,2550865.69,闊葉樹林型
2021_242,case,219420.63,2551278.98,闊葉樹林型
2021_244,case,211052.06,2547455.85,闊葉樹林型
2021_245,case,201805.01,2546932.71,闊葉樹林型
2021_246,case,253468.09,2707644.56,闊葉樹林型
2021_247,case,249046.33,2692114.67,闊葉樹林型
2021_248,case,263617.9,2699082.32,針闊葉樹混淆
2021_249,case,263203.62,2701503.07,闊葉樹林型
2021_250,case,264039.19,2709096.09,闊葉樹林型
2021_251,case,252766.74,2690775.22,針葉樹林型
2021_252,case,258843.76,2695340.59,闊葉樹林型
2021_254,case,255165.19,2704812.57,針闊葉樹混淆
2021_256,case,231064.67,2513954.99,闊葉樹林型
2021_257,case,233046.5,2517176.5,闊葉樹林型
2021_258,case,230837.15,2512809.21,闊葉樹林型
2021_259,case,227483.77,2515378.46,闊葉樹林型
2021_260,case,236262.59,2515523.69,闊葉樹林型
2021_261,case,225620.43,2516119.79,闊葉樹林型
2021_262,case,225324.87,2514754.11,闊葉樹林型
2021_263,case,230813.72,2513831.67,闊葉樹林型
2021_264,case,236102.82,2515681.53,闊葉樹林型
2021_266,case,230924.68,2514016.97,闊葉樹林型
2021_267,case,233664.16,2517914.54,闊葉樹林型
2021_268,case,222971.93,2518377.63,闊葉樹林型
2021_269,case,222879.23,2518676.76,闊葉樹林型
2021_273,case,222876.28,2518406.66,闊葉樹林型
2021_274,case,227827.93,2508586.5,闊葉樹林型
2021_276,case,223938.35,2516509.42,闊葉樹林型
2021_278,case,231344.15,2528185.24,闊葉樹林型
2021_279,case,229684.3,2517866.11,闊葉樹林型
2021_281,case,227859.2,2526310.82,闊葉樹林型
2021_282,case,235115.08,2521607.79,闊葉樹林型
2021_284,case,231281.44,2527698.33,闊葉樹林型
2021_285,case,231865.14,2529155.44,闊葉樹林型
2021_287,case,228819.57,2526148.09,闊葉樹林型
2021_294,case,221081.4,2500073.38,闊葉樹林型
2021_297,case,220162.7,2500213.47,闊葉樹林型
2021_298,case,220661.19,2499940.15,闊葉樹林型
2021_299,case,220235.32,2499898.45,闊葉樹林型
2021_301,case,217249.65,2496864.43,闊葉樹林型
2021_302,case,216592.09,2501532.88,闊葉樹林型
2021_303,case,212471.79,2501088.77,闊葉樹林型
2021_304,case,213516.45,2475310.27,闊葉樹林型
2021_306,case,220676.63,2483724.99,闊葉樹林型
2021_308,case,213892.94,2482809.13,闊葉樹林型
2021_311,case,221291.96,2486315.8,闊葉樹林型
2021_312,case,219631.73,2491828.7,闊葉樹林型
2021_313,case,223626.61,2489167.27,闊葉樹林型
2021_314,case,217420.73,2492260.25,闊葉樹林型
2021_315,case,219893.68,2487854.63,闊葉樹林型
2021_316,case,223781.76,2489051.95,闊葉樹林型
2021_318,case,217176.82,2492277.64,闊葉樹林型
2021_320,case,213326.2,2492587.16,闊葉樹林型
2021_321,case,218707.14,2516577.73,闊葉樹林型
2021_323,case,219549.16,2517740.69,闊葉樹林型
2021_324,case,220281.7,2517853.45,闊葉樹林型
2021_325,case,217301.54,2512893.67,闊葉樹林型
2021_327,case,214039.87,2528484.87,闊葉樹林型
2021_328,case,214326.11,2528691.59,竹闊混淆林
2021_331,case,215774.97,2523277.97,闊葉樹林型
2021_333,case,218196.56,2526764.37,闊葉樹林型
2021_334,case,219261.23,2526483.6,闊葉樹林型
2021_336,case,219010.79,2526269.11,闊葉樹林型
2021_338,case,216849.18,2522344.37,闊葉樹林型
2021_340,case,219621.4,2526221.67,闊葉樹林型
2021_341,case,222452.16,2526930.53,待成林地
2021_343,case,218443.25,2526485.85,闊葉樹林型
2021_345,case,225588.06,2527582.19,闊葉樹林型
2021_350,case,220031.18,2527858.88,闊葉樹林型
2021_351,case,214915.51,2519849.15,闊葉樹林型
2021_353,case,216217.91,2513542.42,闊葉樹林型
2021_354,case,233282.76,2611338.85,針闊葉樹混淆
2021_355,case,233712.63,2611989.49,闊葉樹林型
2021_356,case,239449.5,2611716.45,闊葉樹林型
2021_357,case,232985.63,2601352.25,闊葉樹林型
2021_358,case,232904.71,2599210.66,闊葉樹林型
2021_360,case,241278.72,2599417.92,闊葉樹林型
2021_364,case,255938.42,2645365.95,闊葉樹林型
2021_365,case,269384.15,2677896.93,闊葉樹林型
2021_367,case,263740.26,2662217.1,闊葉樹林型
2021_369,case,305071.92,2658426.96,闊葉樹林型
2021_370,case,301227.96,2662543.38,針葉樹林型
2021_371,case,284798.66,2632332.02,闊葉樹林型
2021_372,case,267770.79,2573058.66,闊葉樹林型
2021_374,case,247063.46,2498579.8,闊葉樹林型
2021_375,case,241109.77,2507640.54,闊葉樹林型
2021_376,case,249240.72,2512112.57,闊葉樹林型
2021_377,case,246832.55,2521612.64,闊葉樹林型
2021_378,case,237291.93,2528903.25,闊葉樹林型
2021_379,case,237969.54,2527689.14,闊葉樹林型
2021_382,case,300077.12,2714230.43,闊葉樹林型
2021_384,case,283322.74,2702670.02,針葉樹林型
2021_385,case,314873.94,2703511.06,闊葉樹林型
2021_386,case,300069.75,2675820.59,闊葉樹林型
2021_387,case,301752.79,2675737.31,闊葉樹林型
2021_388,case,305138.65,2676906.59,闊葉樹林型
2021_389,case,297996.07,2674237.77,闊葉樹林型
2021_391,case,286969.29,2615195.29,闊葉樹林型
2021_392,case,288187.26,2616105.48,闊葉樹林型
2021_393,case,295862.45,2612177.57,闊葉樹林型
2021_394,case,292386.54,2606686.01,闊葉樹林型
2021_395,case,293806.77,2599903.87,闊葉樹林型
2021_397,case,297827.0,2598690.15,闊葉樹林型
2021_398,case,282802.3,2601725.75,闊葉樹林型
2021_399,case,276268.5,2599285.19,闊葉樹林型
2021_400,case,274915.59,2600206.75,待成林地
2021_401,case,274455.53,2595793.05,闊葉樹林型
2021_402,case,278673.77,2593241.31,待成林地
2021_403,case,280435.89,2593621.23,闊葉樹林型
2021_404,case,268720.69,2576576.41,闊葉樹林型
2021_405,case,270041.11,2575744.76,闊葉樹林型
2021_406,case,271254.85,2575158.86,闊葉樹林型
2021_407,case,275344.66,2575236.33,闊葉樹林型
2021_409,case,252721.2,2536250.28,待成林地
2021_410,case,235389.1,2538735.93,闊葉樹林型
2022_3,case,282408.2,2736129.39,闊葉樹林型
2022_4,case,274348.26,2712980.23,闊葉樹林型
2022_5,case,288488.37,2742567.21,竹林
2022_7,case,285349.84,2734734.36,竹林
2022_9,case,289800.86,2733291.36,闊葉樹林型
2022_10,case,274874.7,2732958.22,闊葉樹林型
2022_11,case,287479.24,2730364.42,闊葉樹林型
2022_12,case,290975.17,2729003.4,待成林地
2022_13,case,280193.48,2724190.87,闊葉樹林型
2022_15,case,260364.57,2709043.36,待成林地
2022_61,case,291643.24,2726675.15,闊葉樹林型
2022_62,case,285852.65,2722474.13,闊葉樹林型
2022_63,case,273994.03,2719177.24,待成林地
2022_64,case,296570.1,2716853.63,待成林地
2022_65,case,300848.54,2721995.79,闊葉樹林型
2022_66,case,301107.63,2722097.17,待成林地
2022_67,case,301076.29,2722537.02,針闊葉樹混淆
2022_68,case,300953.24,2722462.42,針闊葉樹混淆
2022_69,case,300338.64,2722041.5,闊葉樹林型
2022_72,case,299134.48,2722371.78,闊葉樹林型
2022_73,case,299268.91,2722353.19,闊葉樹林型
2022_74,case,299577.9,2722118.1,闊葉樹林型
2022_76,case,300662.12,2722019.76,針葉樹林型
2022_77,case,300433.16,2721858.54,闊葉樹林型
2022_78,case,300606.85,2721779.93,闊葉樹林型
2022_79,case,300597.32,2721591.88,闊葉樹林型
2022_80,case,301445.81,2721663.45,闊葉樹林型
2022_81,case,301550.5,2720946.21,闊葉樹林型
2022_82,case,295473.45,2715108.16,闊葉樹林型
2022_83,case,295094.15,2714095.77,闊葉樹林型
2022_85,case,288676.79,2706671.87,待成林地
2022_86,case,320157.64,2707032.23,闊葉樹林型
2022_87,case,291203.12,2703156.6,闊葉樹林型
2022_88,case,302889.65,2701971.63,闊葉樹林型
2022_89,case,320383.94,2703560.1,闊葉樹林型
2022_92,case,314026.8,2689881.45,闊葉樹林型
2022_93,case,313153.09,2677485.96,闊葉樹林型
2022_94,case,310308.36,2674630.72,闊葉樹林型
2022_96,case,298679.07,2655542.54,闊葉樹林型
2022_97,case,297593.99,2653418.24,闊葉樹林型
2022_98,case,291429.46,2649874.73,闊葉樹林型
2022_99,case,292208.52,2638535.05,闊葉樹林型
2022_100,case,289750.99,2637479.22,闊葉樹林型
2022_102,case,320114.93,2772147.47,闊葉樹林型
2022_103,case,312390.97,2778660.2,闊葉樹林型
2022_105,case,330199.09,2701022.4,闊葉樹林型
2022_106,case,303815.14,2697393.0,闊葉樹林型
2022_107,case,316693.66,2694341.07,闊葉樹林型
2022_108,case,318157.99,2694683.13,闊葉樹林型
2022_109,case,329924.32,2704581.36,闊葉樹林型
2022_110,case,291248.95,2729830.82,待成林地
2022_111,case,275099.66,2736332.23,竹林
2022_112,case,275781.44,2735448.89,竹林
2022_114,case,287071.22,2752419.49,闊葉樹林型
2022_116,case,335838.43,2708364.71,待成林地
2022_117,case,301001.61,2722369.38,闊葉樹林型
2022_169,case,295042.08,2714079.89,闊葉樹林型
2022_170,case,312786.42,2702470.74,闊葉樹林型
2022_171,case,293136.48,2653550.9,闊葉樹林型
2022_172,case,301466.11,2722013.24,闊葉樹林型
2023_1,case,328265.8,2696315.43,闊葉樹林型
2023_5,case,310741.49,2698341.64,闊葉樹林型
2023_8,case,324229.16,2698104.53,闊葉樹林型
2023_12,case,319082.38,2693650.18,闊葉樹林型
2023_13,case,295181.08,2610951.32,闊葉樹林型
2023_14,case,295485.52,2612197.81,闊葉樹林型
2023_15,case,295973.46,2612340.12,闊葉樹林型
2023_16,case,278382.07,2647304.85,針葉樹林型
2023_18,case,284612.52,2647465.0,針闊葉樹混淆
2023_19,case,291092.85,2646689.43,闊葉樹林型
2023_21,case,287624.95,2642288.82,闊葉樹林型
2023_22,case,287352.26,2642507.17,闊葉樹林型
2023_24,case,287729.64,2642362.28,闊葉樹林型
2023_27,case,297982.44,2641015.51,闊葉樹林型
2023_28,case,287543.21,2639697.09,闊葉樹林型
2023_29,case,294881.04,2640156.36,闊葉樹林型
2023_30,case,295164.34,2637294.04,闊葉樹林型
2023_31,case,295394.43,2637450.83,闊葉樹林型
2023_32,case,295331.87,2636971.53,闊葉樹林型
2023_33,case,295268.37,2636937.03,闊葉樹林型
2023_34,case,290322.51,2638035.88,闊葉樹林型
2023_35,case,290506.15,2637751.22,闊葉樹林型
2023_38,case,305939.42,2664086.16,待成林地
2023_40,case,299905.82,2684128.95,闊葉樹林型
2023_42,case,299982.44,2687439.56,闊葉樹林型
2023_43,case,299412.97,2687935.08,闊葉樹林型
2023_44,case,301966.74,2687337.55,闊葉樹林型
2023_45,case,312941.83,2685746.6,針葉樹林型
2023_46,case,314670.45,2687726.34,針葉樹林型
2023_47,case,319958.77,2686755.19,闊葉樹林型
2023_51,case,293970.56,2681865.82,闊葉樹林型
2023_52,case,294073.14,2681764.5,闊葉樹林型
2023_53,case,292954.03,2681310.75,闊葉樹林型
2023_55,case,298101.85,2680669.3,闊葉樹林型
2023_56,case,297701.34,2682369.06,闊葉樹林型
